OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderYear,OrderMonth,OrderDay,DayOfWeek,Quarter,Freight_Standardized,Freight_Normalized
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",RIO DE JANEIRO,RJ,02389-673,Brazil,1996,7,19,Friday,3,-0.3702696885214106,0.0496894724193324
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,albuquerque,NM,87110,USA,1996,7,22,Monday,3,-0.19189516882116003,0.06113408973045447
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1996,7,23,Tuesday,3,0.19359724477507112,0.08586751666476936
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1996,7,24,Wednesday,3,-0.3678251217173842,0.04984631730732744
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,Unknown,67000,France,1996,7,25,Thursday,3,-0.1643346495306041,0.06290238935478568
10266,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,OULU,Unknown,90110,Finland,1996,7,26,Friday,3,-0.2808458576902505,0.055426959612441346
10267,FRANK,4,2026-01-01,2026-01-01,2026-01-01,1,208.58,Frankenversand,BERLINER PLATZ 43,München,Unknown,80805,Germany,2026,1,1,Thursday,1,0.44010420701334846,0.10168355278968873
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,1996,7,30,Tuesday,3,-0.12092387451071548,0.06568765099482665
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,seattle,WA,98124,USA,1996,7,31,Wednesday,3,-0.3643159854987011,0.05007146561428807
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1996,8,1,Thursday,3,0.15606131578421376,0.08345918870716806
10271,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1996,8,1,Thursday,3,-0.36439484249237936,0.0500664061017721
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,8,2,Friday,3,0.004222174456701663,0.07371709735766958
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,cunewalde,Unknown,01307,Germany,1996,8,5,Monday,3,-0.08236280460204068,0.06816175261513553
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,VINS ET ALCOOLS CHEVALIER,59 RUE DE L'ABBAYE,Reims,Unknown,51100,France,1996,8,6,Tuesday,3,-0.35859885345702636,0.05043828027169582
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,magazzini alimentari riuniti,via ludovico il moro 22,Bergamo,Unknown,24100,Italy,1996,8,7,Wednesday,3,-0.27611443806955416,0.05573053036339949
10276,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,TORTUGA RESTAURANTE,Avda. Azteca 123,MÉXICO D.F.,Unknown,05033,Mexico,1996,8,8,Thursday,3,-0.327726340431983,0.052419079421697726
10277,MORGK,2,1996-08-09,1996-09-06,,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,04179,Germany,1996,8,9,Friday,3,0.11359682468846448,0.08073464121731871
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen 8,LULEÅ,Unknown,S-958 22,Sweden,1996,8,12,Monday,3,-0.01683264285539689,0.07236620751590585
10279,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,lehmanns marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany,1996,8,13,Tuesday,3,-0.28045157272185917,0.05545225717502119
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,BERGLUNDS SNABBKÖP,Berguvsvägen 8,luleå,Unknown,S-958 22,Sweden,1996,8,14,Wednesday,3,-0.346888589895803,0.051189617880317236
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",MADRID,Unknown,28001,Spain,1996,8,14,Wednesday,3,-0.3707034019866411,0.04966164510049457
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",MADRID,Unknown,28001,Spain,1996,8,15,Thursday,3,-0.33226061756848363,0.0521281574520295
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,CARRERA 52 CON AVE. BOLÍVAR #65-98 LLANO LARGO,Barquisimeto,Lara,Unknown,Venezuela,1996,8,16,Friday,3,-0.04790229836463592,0.07037275958461403
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,LEHMANNS MARKTSTAND,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany,1996,8,19,Monday,3,-0.08043080825692299,0.06828571067177677
10285,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,cunewalde,Unknown,01307,Germany,1996,8,20,Tuesday,3,-0.07936623884226635,0.06835401409074236
10286,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,taucherstraße 10,cunewalde,Unknown,01307,Germany,1996,8,21,Wednesday,3,0.5215634814830031,0.10691002921868478
10287,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"av. copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1996,8,22,Thursday,3,-0.3319846180906097,0.05214586574583539
10288,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,REGGIO EMILIA,Unknown,42100,Italy,1996,8,23,Friday,3,-0.3529211499121908,0.0508025651728456
10289,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,b's beverages,Fauntleroy Circus,London,Unknown,EC2 5NT,UK,1996,8,26,Monday,3,-0.2925166927546347,0.054678151760077925
10290,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"av. dos lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,1996,8,27,Tuesday,3,-0.06805026024943434,0.06908005413678392
10291,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Delícia,"Rua da Panificadora, 12",rio de janeiro,RJ,02389-673,Brazil,1996,8,27,Tuesday,3,-0.3570611420803001,0.050536940765757224
10292,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,1.35,TRADIÇAO HIPERMERCADOS,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,1996,8,28,Wednesday,3,-0.3769725329840637,0.049259413855475026
10293,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico,1996,8,29,Thursday,3,-0.2987858237520573,0.054275920515058376
10294,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,ALBUQUERQUE,NM,87110,USA,1996,8,30,Friday,3,0.19832866439576738,0.0861710874157275
10295,VINET,2,1996-09-02,1996-09-30,1996-09-10,2,1.15,VINS ET ALCOOLS CHEVALIER,59 rue de l'Abbaye,Reims,Unknown,51100,France,1996,9,2,Monday,3,-0.3777611029208464,0.04920881873031534
10296,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996,9,3,Tuesday,3,-0.3818222380952774,0.04894825383574293
10297,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,"24, place Kléber",Strasbourg,Unknown,67000,France,1996,9,4,Wednesday,3,-0.35966342287168307,0.050369976852730244
10298,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,cork,Co. Cork,Unknown,Ireland,1996,9,5,Thursday,3,0.28097079377059614,0.09147345653246311
10299,RICAR,4,1996-09-06,1996-10-04,1996-09-13,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1996,9,6,Friday,3,-0.26495617346407874,0.05644645138440911
10300,MAGAA,2,1996-09-09,1996-10-07,1996-09-18,2,17.68,magazzini alimentari riuniti,via ludovico il moro 22,BERGAMO,Unknown,24100,Italy,1996,9,9,Monday,3,-0.31258579764575484,0.05339050582476379
10301,WANDK,8,1996-09-09,1996-10-07,1996-09-17,2,45.08,Die Wandernde Kuh,Adenauerallee 900,stuttgart,Unknown,70563,Germany,1996,9,9,Monday,3,-0.20455171630652266,0.06032203797164143
10302,SUPRD,4,1996-09-10,1996-10-08,1996-10-09,2,6.27,Suprêmes délices,"BOULEVARD TIROU, 255",Charleroi,Unknown,B-6000,Belgium,1996,9,10,Tuesday,3,-0.3575737125392089,0.05050405393440342
10303,GODOS,7,1996-09-11,1996-10-09,1996-09-18,2,107.83,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Unknown,41101,Spain,1996,9,11,Wednesday,3,0.04286210135905478,0.07619625849049444
10304,TORTU,1,1996-09-12,1996-10-10,1996-09-17,2,63.79,tortuga restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico,1996,9,12,Thursday,3,-0.13078099872049948,0.06505521193033052
10305,OLDWO,8,1996-09-13,1996-10-11,1996-10-09,3,257.62,Old World Delicatessen,2743 Bering St.,ANCHORAGE,AK,99508,USA,1996,9,13,Friday,3,0.6334615555124706,0.11408947747884492
10306,ROMEY,1,1996-09-16,1996-10-14,1996-09-23,3,7.56,Romero y tomillo,"Gran Vía, 1",MADRID,Unknown,28001,Spain,1996,9,16,Monday,3,-0.35248743644696034,0.05083039249168343
10307,LONEP,2,1996-09-17,1996-10-15,1996-09-25,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,1996,9,17,Tuesday,3,-0.3800873842343554,0.04905956311109425
10308,ANATR,7,1996-09-18,1996-10-16,1996-09-24,3,1.61,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Unknown,05021,Mexico,1996,9,18,Wednesday,3,-0.37594739206624617,0.04932518751818263
10309,HUNGO,3,1996-09-19,1996-10-17,1996-10-23,1,47.3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1996,9,19,Thursday,3,-0.1957985900082345,0.06088364386091401
10310,THEBI,8,1996-09-20,1996-10-18,1996-09-27,2,17.52,The Big Cheese,89 JEFFERSON WAY SUITE 2,portland,OR,97201,USA,1996,9,20,Friday,3,-0.313216653595181,0.05335002972463604
10311,DUMON,1,1996-09-20,1996-10-04,1996-09-26,3,24.69,Du monde entier,"67, RUE DES CINQUANTE OTAGES",Nantes,Unknown,44000,France,1996,9,20,Friday,3,-0.28494642136152065,0.05516386496161095
10312,WANDK,2,1996-09-23,1996-10-21,1996-10-03,2,40.26,Die Wandernde Kuh,Adenauerallee 900,STUTTGART,Unknown,70563,Germany,1996,9,23,Monday,3,-0.22355625178298613,0.059102695455292883
10313,QUICK,2,1996-09-24,1996-10-22,1996-10-04,2,1.96,QUICK-STOP,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1996,9,24,Tuesday,3,-0.37456739467687644,0.04941372898721209
10314,RATTC,1,1996-09-25,1996-10-23,1996-10-04,2,74.16,rattlesnake canyon grocery,2817 milton dr.,Albuquerque,NM,87110,USA,1996,9,25,Wednesday,3,-0.08989364749831562,0.06767856916986048
10315,ISLAT,4,1996-09-26,1996-10-24,1996-10-03,2,41.76,ISLAND TRADING,Garden House Crowther Way,cowes,Isle of Wight,PO31 7PJ,UK,1996,9,26,Thursday,3,-0.21764197725711576,0.05948215889399056
10316,RATTC,1,1996-09-27,1996-10-25,,3,150.15,Rattlesnake Canyon Grocery,2817 MILTON DR.,Albuquerque,NM,87110,USA,1996,9,27,Friday,3,0.2097234999822777,0.08690218697428503
10317,LONEP,6,1996-09-30,1996-10-28,1996-10-10,1,12.69,LONESOME PINE RESTAURANT,89 Chiaroscuro Rd.,Portland,OR,97219,USA,1996,9,30,Monday,3,-0.33226061756848363,0.0521281574520295
10318,ISLAT,8,1996-10-01,1996-10-29,1996-10-04,2,4.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,1996,10,1,Tuesday,4,-0.36364570105243577,0.0501144714706738
10319,TORTU,7,1996-10-02,1996-10-30,1996-10-11,3,64.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico,1996,10,2,Wednesday,4,-0.12798157544492084,0.06523482462464741
10320,WARTH,5,1996-10-03,1996-10-17,1996-10-18,3,34.57,wartian herkku,Torikatu 38,oulu,Unknown,90110,Finland,1996,10,3,Thursday,4,-0.24599106648445443,0.05766326414449968
10321,ISLAT,3,1996-10-03,1996-10-31,1996-10-11,2,3.43,Island Trading,GARDEN HOUSE CROWTHER WAY,Cowes,Isle of Wight,PO31 7PJ,UK,1996,10,3,Thursday,4,-0.3687714056415234,0.049785603157135816
10322,PERIC,7,1996-10-04,1996-11-01,1996-10-23,3,0.4,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,MÉXICO D.F.,Unknown,05033,Mexico,1996,10,4,Friday,4,-0.3807182401837816,0.0490190870109665
10323,KOENE,4,1996-10-07,1996-11-04,1996-10-14,1,4.88,KÖNIGLICH ESSEN,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1996,10,7,Monday,4,-0.36305427359984876,0.05015241781454357
10324,SAVEA,9,1996-10-08,1996-11-05,1996-10-10,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1996,10,8,Tuesday,4,0.46253902171481676,0.10312298410048192
10325,KOENE,1,1996-10-09,1996-10-23,1996-10-14,3,64.86,Königlich Essen,Maubelstr. 90,BRANDENBURG,Unknown,14776,Germany,1996,10,9,Wednesday,4,-0.12656214955871195,0.06532589584993487
10326,BOLID,4,1996-10-10,1996-11-07,1996-10-14,2,77.92,Bólido Comidas preparadas,"c/ araquil, 67",madrid,Unknown,28023,Spain,1996,10,10,Thursday,4,-0.07506853268680053,0.06862975752286268
10327,FOLKO,2,1996-10-11,1996-11-08,1996-10-14,1,63.36,Folk och fä HB,Åkergatan 24,bräcke,Unknown,S-844 67,Sweden,1996,10,11,Friday,4,-0.13247642408458232,0.06494643241123718
10328,FURIB,4,1996-10-14,1996-11-11,1996-10-17,3,87.03,Furia Bacalhau e Frutos do Mar,JARDIM DAS ROSAS N. 32,Lisboa,Unknown,1675,Portugal,1996,10,14,Monday,4,-0.03914917206634777,0.07093436547388658
10329,SPLIR,4,1996-10-15,1996-11-26,1996-10-23,2,191.67,Split Rail Beer & Ale,P.O. Box 555,LANDER,WY,82520,USA,1996,10,15,Tuesday,4,0.37343061885836965,0.09740573495743685
10330,LILAS,3,1996-10-16,1996-11-13,1996-10-28,1,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996,10,16,Wednesday,4,-0.33202404658744883,0.052143335989577405
10331,BONAP,9,1996-10-16,1996-11-27,1996-10-21,1,10.19,Bon app',"12, rue des Bouchers",Marseille,Unknown,13008,France,1996,10,16,Wednesday,4,-0.3421177417782676,0.05149571838753336
10332,MEREP,3,1996-10-17,1996-11-28,1996-10-21,2,52.84,mère paillarde,43 RUE ST. LAURENT,Montréal,Québec,H1J 1C3,Canada,1996,10,17,Thursday,4,-0.17395520275935322,0.06228512882783744
10333,WARTH,5,1996-10-18,1996-11-15,1996-10-25,3,0.59,Wartian Herkku,Torikatu 38,oulu,Unknown,90110,Finland,1996,10,18,Friday,4,-0.379969098743838,0.0490671523798682
10334,VICTE,8,1996-10-21,1996-11-18,1996-10-28,2,8.56,Victuailles en stock,"2, RUE DU COMMERCE",Lyon,Unknown,69004,France,1996,10,21,Monday,4,-0.3485445867630467,0.05108336811748188
10335,HUNGO,7,1996-10-22,1996-11-19,1996-10-24,2,42.11,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1996,10,22,Tuesday,4,-0.21626197986774598,0.05957070036302003
10336,PRINI,7,1996-10-23,1996-11-20,1996-10-25,2,15.51,Princesa Isabel Vinhos,Estrada da saúde n. 58,LISBOA,Unknown,1756,Portugal,1996,10,23,Wednesday,4,-0.32114178145984734,0.052841548716781137
10337,FRANK,4,1996-10-24,1996-11-21,1996-10-29,3,108.26,FRANKENVERSAND,Berliner Platz 43,München,Unknown,80805,Germany,1996,10,24,Thursday,4,0.04455752672313765,0.07630503800958778
10338,OLDWO,4,1996-10-25,1996-11-22,1996-10-29,3,84.21,Old World Delicatessen,2743 BERING ST.,Anchorage,AK,99508,USA,1996,10,25,Friday,4,-0.050268008174984107,0.07022097420913495
10339,MEREP,2,1996-10-28,1996-11-25,1996-11-04,2,15.66,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1996,10,28,Monday,4,-0.32055035400726034,0.052879495060650906
10340,BONAP,1,1996-10-29,1996-11-26,1996-11-08,3,166.31,Bon app',"12, rue des Bouchers",Marseille,Unknown,13008,France,1996,10,29,Tuesday,4,0.2734399508743212,0.09099027308718806
10341,SIMOB,7,1996-10-29,1996-11-26,1996-11-05,3,26.78,simons bistro,vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,1996,10,29,Tuesday,4,-0.2767058655221412,0.05569258401952972
10342,FRANK,4,1996-10-30,1996-11-13,1996-11-04,2,54.83,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1996,10,30,Wednesday,4,-0.1661089318883652,0.06278855032317636
10343,LEHMS,4,1996-10-31,1996-11-28,1996-11-06,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany,1996,10,31,Thursday,4,0.05287693955619531,0.07683881658002252
10344,WHITC,4,1996-11-01,1996-11-29,1996-11-05,2,23.29,White Clover Markets,1029 - 12TH AVE. S.,Seattle,WA,98124,USA,1996,11,1,Friday,4,-0.29046641091899966,0.054809699085493116
10345,QUICK,2,1996-11-04,1996-12-02,1996-11-11,2,249.06,quick-stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1996,11,4,Monday,4,0.5997107622181703,0.11192400612201014
10346,RATTC,3,1996-11-05,1996-12-17,1996-11-08,3,142.08,Rattlesnake Canyon Grocery,2817 milton dr.,Albuquerque,NM,87110,USA,1996,11,5,Tuesday,4,0.1779047030330951,0.08486067367409152
10347,FAMIA,4,1996-11-06,1996-12-04,1996-11-08,3,3.1,Familia Arquibaldo,"rua orós, 92",SAO PAULO,SP,05442-030,Brazil,1996,11,6,Wednesday,4,-0.37007254603721496,0.04970212120062232
10348,WANDK,4,1996-11-07,1996-12-05,1996-11-15,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany,1996,11,7,Thursday,4,-0.37921995730389446,0.04911521774876991
10349,SPLIR,7,1996-11-08,1996-12-06,1996-11-15,1,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1996,11,8,Friday,4,-0.3482685872851728,0.05110107641128778
10350,LAMAI,6,1996-11-11,1996-12-09,1996-12-03,2,64.19,La maison d'Asie,1 rue alsace-lorraine,Toulouse,Unknown,31000,France,1996,11,11,Monday,4,-0.12920385884693406,0.0651564021806499
10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,162.33,ERNST HANDEL,Kirchgasse 6,Graz,Unknown,8010,Austria,1996,11,11,Monday,4,0.2577474091323452,0.08998343009651022
10352,FURIB,3,1996-11-12,1996-11-26,,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Unknown,1675,Portugal,1996,11,12,Tuesday,4,-0.3771696754682594,0.04924676507418511
10353,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,360.63,Piccolo und mehr,Geislweg 14,SALZBURG,Unknown,5020,Austria,1996,11,13,Wednesday,4,1.039614501452409,0.1401484966923437
10354,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,53.8,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,méxico d.f.,Unknown,05033,Mexico,1996,11,14,Thursday,4,-0.1701700670627962,0.06252798542860397
10355,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,41.95,Around the Horn,brook farm stratford st. mary,Colchester,Essex,CO7 6JX,UK,1996,11,15,Friday,4,-0.21689283581717214,0.05953022426289227
10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany,1996,11,18,Monday,4,-0.23755336816087935,0.05820463198370838
10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,LILA-Supermercado,CARRERA 52 CON AVE. BOLÍVAR #65-98 LLANO LARGO,Barquisimeto,Lara,3508,Venezuela,1996,11,19,Tuesday,4,-0.24476878308244118,0.0577416865884972
10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,la maison d'asie,1 rue Alsace-Lorraine,toulouse,Unknown,31000,France,1996,11,20,Wednesday,4,-0.30485781226528424,0.05388633805132875
10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,SEVEN SEAS IMPORTS,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,1996,11,21,Thursday,4,0.7549407542738482,0.12188365650969529
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,Unknown,67000,France,1996,11,22,Friday,4,0.136977923314072,0.08223478667830354
10361,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1996,11,22,Friday,4,0.3399163965451042,0.09525544213814999
10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,Unknown,13008,France,1996,11,25,Monday,4,-0.00362409641428635,0.07321367586233067
10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,drachenblut delikatessen,walserweg 21,AACHEN,Unknown,52066,Germany,1996,11,26,Tuesday,4,-0.2618807507106262,0.05664377237253191
10364,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,EASTERN CONNECTION,35 king george,london,Unknown,WX3 6FW,UK,1996,11,26,Tuesday,4,-0.09852848830608636,0.06712455254936188
10365,ANTON,3,1996-11-27,1996-12-25,1996-12-02,2,22.0,Antonio Moreno Taquería,Mataderos 2312,México D.F.,Unknown,05023,Mexico,1996,11,27,Wednesday,4,-0.29555268701124815,0.054483360528213114
10366,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Unknown,8022,Spain,1996,11,28,Thursday,4,-0.34231488426246326,0.05148306960624344
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,SMAGSLOGET 45,Århus,Unknown,8200,Denmark,1996,11,28,Thursday,4,-0.328869766840318,0.052345716490216174
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1996,11,29,Friday,4,0.019678145217642922,0.07470876181079954
10369,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1996,12,2,Monday,4,0.3892414460908632,0.09842016721688866
10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,chop-suey chinese,hauptstr. 31,Bern,Unknown,3012,Switzerland,1996,12,3,Tuesday,4,-0.37768224592716815,0.049213878242831306
